id,Date,satisfaction,nps,frustrations,like_best,satisfaction_matrix:Content_accuracy,satisfaction_matrix:Ease_of_use,satisfaction_matrix:Information_provided_is_up_to_da,satisfaction_matrix:Information_is_easy_to_find,satisfaction_matrix:Visual_appeal,tasks,Look_something_up,Learn_something_new,Find_code_samples,Evaluate_a_product_service,Solve_a_problem,Find_a_reference_architecture,Find_information_about_getting_s,What_is_your_job_role_Enter_stud,What_is_your_age_,gender_dropdown,How_many_years_of_experience_do_,What_are_the_primary_technologie,How_many_employees_does_your_com,URL,Location,Total Time,Device type,Browser,System,IP,visitorId
306,3/1/20 1:13,7,9,,,6,6,7,7,7,Learn_something_new / Find_code_samples / Solve_a_problem / Look_something_up / Evaluate_a_product_service,7,7,7,7,7,,,,,,,,,https://docs.microsoft.com/en-us/office/dev/add-ins/develop/sso-in-office-add-ins#add-server-side-code,,657s,Desktop,Chrome 0.0.0,Win10,,09A1F4966BFA678800F9FAFC6A3266A3
307,3/1/20 0:58,6,9,"Often simple, and repeated examples.  Some times code is not well documented.  Few times not even examples.","The layout is Simple, and standard thougout all documentation",6,6,6,6,6,Find_information_about_getting_s / Learn_something_new / Find_code_samples / Solve_a_problem,,6,3,,5,,7,Developer,45-54_years_old,Male,10,C#,0,https://docs.microsoft.com/en-us/dotnet/api/system.data.datatable?view=netframework-4.8,,303s,Desktop,IE 18.18362.0,Win10,,17DE57167612619E393C597D77066016
308,2/29/20 22:40,5,8,,,6,5,7,6,5,Find_information_about_getting_s / Solve_a_problem / Learn_something_new,,4,,,4,,6,Student,18-24_years_old,Gender_not_listed,1,"C#, HTML, Javascript, CSS",Not applicable,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/main-and-command-args/command-line-arguments,,184s,Desktop,Chrome 0.0.0,Win10,,2D666B74CAD66B58072A6523CED668EF
309,2/29/20 22:20,4,5,"For one thing, I have these annoying surveys that pop up when I've only been looking at the page for 30 seconds and don't even know how I feel about it yet.",,,,,,,,,,,,,,,,,,,,,https://docs.microsoft.com/en-us/visualstudio/get-started/csharp/tutorial-uwp?view=vs-2019,,130s,Desktop,Firefox 74.0.0,Win10,,312F89CC27A66D9B084287A2260E6CCD
310,2/29/20 19:48,4,3,,,3,3,3,4,4,Find_code_samples / Look_something_up,,,,,,,,,,,,,,https://docs.microsoft.com/en-us/dotnet/api/system.directoryservices.accountmanagement.userprincipal.findbyidentity?view=netframework-4.8,,135s,Desktop,Chrome 0.0.0,Win10,,383689DA7EBF6371282E87A47FB962EF
311,2/29/20 19:40,7,10,,,7,7,7,7,7,,,,,,,,,,,,,,,https://docs.microsoft.com/es-mx/windows/deployment/upgrade/windows-10-edition-upgrades,,347s,Desktop,IE 18.17763.0,Win10,,284F381FEA0D633A036D35C2EB3762EF
312,2/29/20 18:11,4,6,"You find some of the cmdlets but you cannot find others which are essential, documentation is getting better for cloud versions, while on-premise version is not getting attention. Some clients cannot go to cloud because of legal issues especially in countries that doesn't have Microsoft data centers available, but that doesn't mean on premise users are cheap.",consolidation.,6,6,7,4,3,Find_a_reference_architecture / Solve_a_problem / Look_something_up,3,,,,5,1,,IT PMO Head,35-44_years_old,Male,17,"Windows Server, Sql Server, IIS, SharePoint, Project Server, C#, HTML, CSS, JS, PowerShell, SAP 4 Hana",1800,https://docs.microsoft.com/en-us/project/enable-the-project-web-app-site-collection-features-in-project-server-2016,,318s,Desktop,Chrome 0.0.0,Win10,,155D498E671869B214FB45EA63186AB3
313,2/29/20 17:07,7,10,,,6,6,6,6,6,Find_a_reference_architecture / Learn_something_new / Evaluate_a_product_service / Find_code_samples / Look_something_up / Solve_a_problem,6,6,6,6,5,6,,,,,,,,https://docs.microsoft.com/en-us/aspnet/web-forms/overview/deployment/advanced-enterprise-web-deployment/excluding-files-and-folders-from-deployment,,81s,Desktop,Chrome 0.0.0,Win10,,3C6D4FF5373F664E012641A6361D676A
314,2/29/20 15:41,4,3,,,,,,,,Find_information_about_getting_s / Evaluate_a_product_service / Solve_a_problem / Look_something_up / Find_code_samples / Find_a_reference_architecture,5,,5,4,7,7,7,,,,,,,https://docs.microsoft.com/en-us/windows/security/threat-protection/microsoft-defender-atp/data-storage-privacy,,2054s,Desktop,Chrome 0.0.0,Win10,,1B056406BB816BC00F116A65BF816D54
315,2/29/20 15:28,7,10,,,7,7,7,7,7,Solve_a_problem,,,,,2,,,Operator,55-64_years_old,Female,3,None,N/A,https://docs.microsoft.com/en-gb/cloud-app-security/what-is-cloud-app-security?redirectedfrom=MSDN,,130s,Desktop,IE 18.18363.0,Win10,,11D3E9CCEBF065D6106BE420EA1A649B
316,2/29/20 15:19,7,10,,,6,7,7,7,5,Learn_something_new / Look_something_up / Find_information_about_getting_s,7,7,,,,,7,hobbyist,35-44_years_old,Male,2,python,,https://docs.microsoft.com/en-us/windows/win32/learnwin32/your-first-windows-program,,131s,Desktop,Chrome 0.0.0,Win10,,F51C4307A4A244ADB0186225DFA9AC93
317,2/29/20 14:30,4,4,,,4,4,4,4,4,,,,,,,,,,,,,,,https://docs.microsoft.com/zh-cn/previous-versions/aa479889$v=msdn.10$,,16s,Desktop,Chrome 0.0.0,Win10,,04F0700E6B466E88146E7D136F466D70
318,2/29/20 13:57,5,8,,,4,4,4,6,6,Learn_something_new,,6,,,,,,Desktop support,45-54_years_old,Male,15,Python,1,https://docs.microsoft.com/en-us/sysinternals/downloads/pagedefrag,,132s,Desktop,Chrome 0.0.0,Win10,,0EE3568C938568FE08E758F3927D691C
319,2/29/20 13:04,7,10,,,7,7,7,7,7,Find_information_about_getting_s / Look_something_up / Solve_a_problem / Find_code_samples,7,,7,,7,,7,,35-44_years_old,Male,5,indonensia,1,https://docs.microsoft.com/id-id/windows-hardware/drivers/devtest/tracelog,,244s,Desktop,Chrome 0.0.0,Win7,,0475E1368C32681A00B0EF498DF969E9
320,2/29/20 13:01,1,3,,,,,,,,,,,,,,,,,,,,,,https://docs.microsoft.com/zh-cn/surface/surface-dock-firmware-update#install-the-surface-dock-firmware-update,,74s,Desktop,IE 18.18363.0,Win10,,2546FD9C24386BE821C8F3E325166AEA
321,2/29/20 11:00,7,9,,,5,5,5,4,4,Find_a_reference_architecture,,,,,,5,,,,,,,,https://docs.microsoft.com/en-us/microsoft-365/compliance/?view=o365-worldwide,,150s,Desktop,Chrome 0.0.0,Win10,,329145BD372C667C0FB14BC236A56703
322,2/29/20 10:12,5,7,,,6,7,6,7,5,Find_code_samples / Solve_a_problem / Look_something_up,5,,2,,5,,,Solution Engineer,55-64_years_old,Prefer_not_to_answer,30,Python,25000,https://docs.microsoft.com/en-us/azure/devops/pipelines/tasks/utility/delete-files?view=azure-devops,,196s,Desktop,Chrome 0.0.0,Win10,,2690FD064A6D60332FADF3024E6D6656
323,2/29/20 10:12,7,10,,,7,7,7,7,7,Learn_something_new / Find_a_reference_architecture / Evaluate_a_product_service / Solve_a_problem / Find_code_samples / Look_something_up / Find_information_about_getting_s,7,7,7,7,7,7,7,"http://yandex.ru/clck/jsredir?bu=m8yj2y&from=yandex.ru%3Bsearch%2F%3Bweb%3B%3B&text=&etext=5324.qpGi4eemiHtfrm4nG0AOQklZp3xN5ukoUdU018uiIraVHs7RpjdASUoUZGSWaQQU.8943d3624c3fc89651dc96b431566be9dbdba441&uuid=&state=PEtFfuTeVD5kpHnK9lio9WCnKp0DidhEeeKLc3dMa-wGD2uSZlVe85VFIoxMLRxf3AmI6FAj6OGZP92wK3XZSE5x1tpNFY9qp7dP7oyLuLMSuiH2KgSLCbjQfV8XMTf2f9scRsWwEQa4ENgfcnnOfg,,&&cst=AiuY0DBWFJ5fN_r-AEszk46IWFUlDK3xD8VgPh_mxNbQferX-ibznNFFfxolPYrY9VWq0YKMSWrcFSvzU8IbEdwchDyEDbhizFi-BtUp_WB1FUIeqH5-uFccjaviVWXNDPATvhzLfKf4ZTxBd_6NIVst_twNg0djZI8rClQbHhR8fHm3Vds_noDR3ZT0Tq8d4IHh0X9jPXY2AnywCZb7clUD0_NebtU3OoOYwZcH70FeU8CKSwUpRYNxfz9adLsoEWpkNd1DpWNQexlv81DdfPJv1y17G628Wi9aYwoBn_Riv7dBz-gEyJEw86pP7KHPpGfcf42kfanuqav9bcZYsltyg1qM9lu5QwcMB0wO9szHhZuxdTj9J1bjeZ2O032LABjXEibbMt5tuh07yry77zAaC9GC28qHVgxdsRxh9K7aecHpz3xEKTYNWGAaTQWDqndQMw1aY8MiQStPGpw-EjeAgPw87fjlOOhSt6QxAJN-qr2OBt4GrPvb7h4-Y1A7t96yn6feJiYGnkpUXwPr0gDV9EojVv_g52dmkyH7JWwRIrD1Oaa71jv8hszkF62vitymD379Di51f0gLLkoG2s1sJz56uWxBfI77vg1YMiA97xVxM1bXEgO9elbZfyfP33IgByx8gTkN",45-54_years_old,Female,"http://yandex.ru/clck/jsredir?bu=m8yj2y&from=yandex.ru%3Bsearch%2F%3Bweb%3B%3B&text=&etext=5324.qpGi4eemiHtfrm4nG0AOQklZp3xN5ukoUdU018uiIraVHs7RpjdASUoUZGSWaQQU.8943d3624c3fc89651dc96b431566be9dbdba441&uuid=&state=PEtFfuTeVD5kpHnK9lio9WCnKp0DidhEeeKLc3dMa-wGD2uSZlVe85VFIoxMLRxf3AmI6FAj6OGZP92wK3XZSE5x1tpNFY9qp7dP7oyLuLMSuiH2KgSLCbjQfV8XMTf2f9scRsWwEQa4ENgfcnnOfg,,&&cst=AiuY0DBWFJ5fN_r-AEszk46IWFUlDK3xD8VgPh_mxNbQferX-ibznNFFfxolPYrY9VWq0YKMSWrcFSvzU8IbEdwchDyEDbhizFi-BtUp_WB1FUIeqH5-uFccjaviVWXNDPATvhzLfKf4ZTxBd_6NIVst_twNg0djZI8rClQbHhR8fHm3Vds_noDR3ZT0Tq8d4IHh0X9jPXY2AnywCZb7clUD0_NebtU3OoOYwZcH70FeU8CKSwUpRYNxfz9adLsoEWpkNd1DpWNQexlv81DdfPJv1y17G628Wi9aYwoBn_Riv7dBz-gEyJEw86pP7KHPpGfcf42kfanuqav9bcZYsltyg1qM9lu5QwcMB0wO9szHhZuxdTj9J1bjeZ2O032LABjXEibbMt5tuh07yry77zAaC9GC28qHVgxdsRxh9K7aecHpz3xEKTYNWGAaTQWDqndQMw1aY8MiQStPGpw-EjeAgPw87fjlOOhSt6QxAJN-qr2OBt4GrPvb7h4-Y1A7t96yn6feJiYGnkpUXwPr0gDV9EojVv_g52dmkyH7JWwRIrD1Oaa71jv8hszkF62vitymD379Di51f0gLLkoG2s1sJz56uWxBfI77vg1YMiA97xVxM1bXEgO9elbZfyfP33IgByx8gTkN","http://yandex.ru/clck/jsredir?bu=m8yj2y&from=yandex.ru%3Bsearch%2F%3Bweb%3B%3B&text=&etext=5324.qpGi4eemiHtfrm4nG0AOQklZp3xN5ukoUdU018uiIraVHs7RpjdASUoUZGSWaQQU.8943d3624c3fc89651dc96b431566be9dbdba441&uuid=&state=PEtFfuTeVD5kpHnK9lio9WCnKp0DidhEeeKLc3dMa-wGD2uSZlVe85VFIoxMLRxf3AmI6FAj6OGZP92wK3XZSE5x1tpNFY9qp7dP7oyLuLMSuiH2KgSLCbjQfV8XMTf2f9scRsWwEQa4ENgfcnnOfg,,&&cst=AiuY0DBWFJ5fN_r-AEszk46IWFUlDK3xD8VgPh_mxNbQferX-ibznNFFfxolPYrY9VWq0YKMSWrcFSvzU8IbEdwchDyEDbhizFi-BtUp_WB1FUIeqH5-uFccjaviVWXNDPATvhzLfKf4ZTxBd_6NIVst_twNg0djZI8rClQbHhR8fHm3Vds_noDR3ZT0Tq8d4IHh0X9jPXY2AnywCZb7clUD0_NebtU3OoOYwZcH70FeU8CKSwUpRYNxfz9adLsoEWpkNd1DpWNQexlv81DdfPJv1y17G628Wi9aYwoBn_Riv7dBz-gEyJEw86pP7KHPpGfcf42kfanuqav9bcZYsltyg1qM9lu5QwcMB0wO9szHhZuxdTj9J1bjeZ2O032LABjXEibbMt5tuh07yry77zAaC9GC28qHVgxdsRxh9K7aecHpz3xEKTYNWGAaTQWDqndQMw1aY8MiQStPGpw-EjeAgPw87fjlOOhSt6QxAJN-qr2OBt4GrPvb7h4-Y1A7t96yn6feJiYGnkpUXwPr0gDV9EojVv_g52dmkyH7JWwRIrD1Oaa71jv8hszkF62vitymD379Di51f0gLLkoG2s1sJz56uWxBfI77vg1YMiA97xVxM1bXEgO9elbZfyfP33IgByx8gTkN","http://yandex.ru/clck/jsredir?bu=m8yj2y&from=yandex.ru%3Bsearch%2F%3Bweb%3B%3B&text=&etext=5324.qpGi4eemiHtfrm4nG0AOQklZp3xN5ukoUdU018uiIraVHs7RpjdASUoUZGSWaQQU.8943d3624c3fc89651dc96b431566be9dbdba441&uuid=&state=PEtFfuTeVD5kpHnK9lio9WCnKp0DidhEeeKLc3dMa-wGD2uSZlVe85VFIoxMLRxf3AmI6FAj6OGZP92wK3XZSE5x1tpNFY9qp7dP7oyLuLMSuiH2KgSLCbjQfV8XMTf2f9scRsWwEQa4ENgfcnnOfg,,&&cst=AiuY0DBWFJ5fN_r-AEszk46IWFUlDK3xD8VgPh_mxNbQferX-ibznNFFfxolPYrY9VWq0YKMSWrcFSvzU8IbEdwchDyEDbhizFi-BtUp_WB1FUIeqH5-uFccjaviVWXNDPATvhzLfKf4ZTxBd_6NIVst_twNg0djZI8rClQbHhR8fHm3Vds_noDR3ZT0Tq8d4IHh0X9jPXY2AnywCZb7clUD0_NebtU3OoOYwZcH70FeU8CKSwUpRYNxfz9adLsoEWpkNd1DpWNQexlv81DdfPJv1y17G628Wi9aYwoBn_Riv7dBz-gEyJEw86pP7KHPpGfcf42kfanuqav9bcZYsltyg1qM9lu5QwcMB0wO9szHhZuxdTj9J1bjeZ2O032LABjXEibbMt5tuh07yry77zAaC9GC28qHVgxdsRxh9K7aecHpz3xEKTYNWGAaTQWDqndQMw1aY8MiQStPGpw-EjeAgPw87fjlOOhSt6QxAJN-qr2OBt4GrPvb7h4-Y1A7t96yn6feJiYGnkpUXwPr0gDV9EojVv_g52dmkyH7JWwRIrD1Oaa71jv8hszkF62vitymD379Di51f0gLLkoG2s1sJz56uWxBfI77vg1YMiA97xVxM1bXEgO9elbZfyfP33IgByx8gTkN",https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2008-R2-and-2008/cc725595$v=ws.11$?redirectedfrom=MSDN&source=docs,,183s,Desktop,Chrome 0.0.0,Win10,,30430A8BD3126557137D04F4D2D86434
324,2/29/20 9:09,5,10,don't understand completely,,7,5,4,7,5,Solve_a_problem / Evaluate_a_product_service / Find_a_reference_architecture / Look_something_up / Find_code_samples,3,,2,5,3,3,,,,,,,,https://docs.microsoft.com/en-us/previous-versions/windows/internet-explorer/ie-developer/samples/dn255005(v=vs.85),,151s,Desktop,IE 18.18362.0,Win10,,D74E342A25C84B0AA145BA2D5E6E578D
325,2/29/20 8:09,4,7,"I am new to win10 edge.  free version i was allowed to download after doing a Microsoft online game.  i have win7 on a laptop i was given as new.i am in the edge html editor i believe looking up an ip favorite i found saved on my favorites bar after transferring them by edge.it seems to show some html code about google chrome by a software developer/company that writes to aid the browser google chrome.i don't  know why that would appear in the browser edge console built in that is from Microsoft?i don't understand or know that google would have any input to an Microsoft   product such as edge?ii have a screen capture and inserted this capture into MS WORD just offered or available to me online for a free trial.contact me if needed on my new default email....heinzbaytala@outlook.comi am happy to provide any i.d. asked for by Microsoft.i have a qualified B.O.C.P licenced granted by the A.C.M.A . of australia with a client i.d.I am retired agev 66 and a dedicated loyal privacy and confidentiality person. please accept my question on a 'relearning by self rehabilitaion program after several medical/surgical diagnosis. please act very privately to questions i may ask just in privacy and confidentiality matters.it is very essential now in this 2020 'era?thanks, kind regard and great to have a Microsoft system.  Heinz Baytala,D.O.B 29.03'1953   Australia    06:54pm   29 02 2020","its information i understand.  thanks..   :-)",4,7,4,7,7,Evaluate_a_product_service / Find_information_about_getting_s / Find_a_reference_architecture / Learn_something_new / Solve_a_problem / Find_code_samples / Look_something_up,5,7,7,5,7,7,7,"student 'Professional  ""Hobby"" classification by the  NDIS Government Funded disability assistance.  Rehabilitation my to regain new  skills after ABI (CVA) 1998",65-74_years_old,,"Qualified B.O.A C.P unlegable due to age detestation, A.O.C.P.  same branch,  June 1974","Analogue Transmitters, Receivers, Broadcast to VHF multi mode  AM, SSB, NRB FM>(digital audio onwardsrd with au dio to digital transmissions/reception.",,https://docs.microsoft.com/en-us/windows-insider/,,2399s,Desktop,Chrome 0.0.0,Win7,,1ACB5871400A6177196D560D419A60E2
326,2/29/20 7:24,7,10,,,7,7,7,7,7,Find_code_samples / Solve_a_problem,,,7,,7,,,,,,,,,https://docs.microsoft.com/zh-cn/windows/win32/sysinfo/registry-value-types,,55057s,Desktop,Chrome 0.0.0,Win10,,2C2E29DA95FB676A14F127F091FB617D
327,2/29/20 7:10,7,10,,,6,7,1,7,7,Find_code_samples / Look_something_up / Find_information_about_getting_s / Evaluate_a_product_service / Learn_something_new,7,7,7,7,,,7,,35-44_years_old,Male,,,,https://docs.microsoft.com/en-us/visualstudio/install/install-visual-studio?view=vs-2019,,495s,Desktop,IE 11.0.0,Win7,,2F6E06287BBB688B18E908427AC46920
328,2/29/20 4:16,7,10,I will suggest in writing with post on your portal,updated knowledge,7,7,7,7,7,Learn_something_new / Find_code_samples / Solve_a_problem / Look_something_up / Find_a_reference_architecture,7,7,7,,7,7,,,,,,,,https://docs.microsoft.com/en-us/aspnet/core/tutorials/first-mvc-app/adding-controller?view=aspnetcore-3.1&tabs=visual-studio,,1072s,Desktop,Chrome 0.0.0,Win10,,136586EA610C671613EE8B36650C645B
329,2/29/20 1:58,4,4,,,4,4,4,4,4,Find_information_about_getting_s,,,,,,,4,,,,,thai,,https://docs.microsoft.com/th-th/dotnet/framework/install/repair,,158s,Desktop,Chrome 0.0.0,Win10,,144C8CD53C0C60FB045D82B33DF16103
330,2/29/20 1:37,7,10,,,7,7,7,7,7,Solve_a_problem / Find_information_about_getting_s / Look_something_up / Learn_something_new / Find_code_samples,7,7,7,,7,,7,,,,,,,https://docs.microsoft.com/zh-cn/visualstudio/get-started/visual-basic/visual-studio-ide?view=vs-2019,,107s,Desktop,Chrome 0.0.0,Win10,,0829DCD12DD36D9D374ED2BA2CAC6C15
331,2/29/20 1:11,1,0,Not helpful!,Nothing,1,1,1,1,1,Learn_something_new,,1,,,,,,,,,,,,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/classes-and-structs/objects,,125s,Desktop,IE 18.18363.0,Win10,,21C02D1CF09C6519006E2376F1DC64A4
332,2/29/20 0:57,7,10,,,7,7,7,7,7,Learn_something_new / Look_something_up / Solve_a_problem / Find_a_reference_architecture / Find_code_samples / Evaluate_a_product_service / Find_information_about_getting_s,7,7,7,7,7,7,7,Team Leader,35-44_years_old,Male,20,"Azure, C#, IA, JavaScript, HTML, CSS, React.js",110,https://docs.microsoft.com/es-es/azure/azure-functions/functions-bindings-storage-blob-output?tabs=csharp,,94s,Desktop,Chrome 0.0.0,Win10,,15C40B8F08A16301332C06B50CA160DD
333,2/28/20 23:49,2,1,,,1,1,1,1,1,,,,,,,,,,,,,,,https://docs.microsoft.com/en-us/iis/media/iis-media-services/iis-media-services-readme#installation,,92s,Desktop,Chrome 0.0.0,Win10,,3AE0C9CC5DAB64570388C5775C7F65E7
334,2/28/20 23:18,3,4,"I need more details Example for each case.Thanks!",,6,2,5,1,3,Solve_a_problem / Find_information_about_getting_s / Find_a_reference_architecture / Find_code_samples,,,2,,1,2,3,senior dev,25-34_years_old,Male,8,c#,300,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/classes-and-structs/anonymous-types,,2510s,Desktop,Chrome 0.0.0,Win10,,3C457D24A0656F4D3E4670A3A4656CCE
335,2/28/20 23:05,6,8,,,7,6,7,5,6,Look_something_up / Learn_something_new / Solve_a_problem / Find_information_about_getting_s,5,6,,,4,,6,Developer,35-44_years_old,Prefer_not_to_answer,10,"C, Javascript",,https://docs.microsoft.com/en-us/visualstudio/cross-platform/tools-for-cordova/?view=toolsforcordova-2017,,2843s,Desktop,Firefox 73.0.0,Ubuntu,,0DE48FA3362B62453B218183322B611E
336,2/28/20 23:02,7,9,,,7,7,7,7,7,Learn_something_new / Find_code_samples / Find_a_reference_architecture / Find_information_about_getting_s,,7,7,,,,,,,,,,,https://docs.microsoft.com/en-us/azure/azure-monitor/azure-monitor-app-hub,,73s,Desktop,Chrome 0.0.0,Win10,,343829A8DB406501013427D6DAB86484
337,2/28/20 22:40,5,7,"It is very frustrating that Microsoft assumes we are skilled in all subjects we seek and look for assistance. This is my case, I really don't know much about the subjects and I have to read a lot other articles to get enough information about the informaton Microsoft is providing me",,4,6,4,2,6,Solve_a_problem / Find_information_about_getting_s,,,,,4,,2,business architect,45-54_years_old,,28,"JS, Node, React, Neo4j, Oracle, mySQL, GraphQL",2,https://docs.microsoft.com/pt-br/azure/role-based-access-control/rbac-and-directory-admin-roles#azure-rbac-roles,,2665s,Desktop,Firefox 73.0.0,Win10,,
338,2/28/20 22:21,7,10,Nothing I like it the way it's more than perfect,"The organized way to show the info, and most important thing is that you update it very fast which is awesome no need to check anything else",7,7,7,7,7,Look_something_up / Solve_a_problem / Evaluate_a_product_service / Find_information_about_getting_s / Find_a_reference_architecture / Learn_something_new,7,7,,7,7,7,7,Software Developer,18-24_years_old,Male,4,.NET & Azure,7,https://docs.microsoft.com/en-us/aspnet/core/blazor/?view=aspnetcore-3.1,,19444s,Desktop,Chrome 0.0.0,Win10,,1D11BA83E9D1631D197BB497E8C76250
339,2/28/20 21:42,7,10,,,7,7,7,7,7,Solve_a_problem / Find_code_samples / Find_information_about_getting_s / Look_something_up / Learn_something_new / Find_a_reference_architecture,7,7,7,,7,7,7,Software Engineer,35-44_years_old,Male,12,C# c++,,https://docs.microsoft.com/en-us/dotnet/api/system.string.substring?view=netframework-4.8,,128s,Desktop,Chrome 0.0.0,Win10,,18639A2AB69C65C100B09675B29C66D5
340,2/28/20 21:25,4,4,The content is often narrowly focused without enough links to reference material or a deeper dive.,Formatting is excellent.,6,4,6,3,7,Solve_a_problem / Learn_something_new / Find_a_reference_architecture / Find_code_samples,,5,4,,3,6,,Architect,45-54_years_old,Male,21,"SQL Server, Azure",50,https://docs.microsoft.com/en-us/azure/devops/repos/git/git-branching-guidance?view=azure-devops,,158s,Desktop,Chrome 0.0.0,Win10,,0B416F7B9A7C6B70175862939E7C6828
341,2/28/20 21:22,7,10,too tired to answer,completeness,7,7,7,7,7,Learn_something_new / Solve_a_problem / Find_a_reference_architecture / Find_code_samples / Look_something_up / Find_information_about_getting_s,7,7,7,,7,7,7,Junior Software Developer,18-24_years_old,Male,1,"C# ASP.NET MVC, Web Api, Entity Framework, SQL Server",8k,https://docs.microsoft.com/en-us/dotnet/api/microsoft.aspnetcore.mvc.controllerbase.unauthorized?view=aspnetcore-3.1,,211s,Desktop,Chrome 0.0.0,Win10,,0F1D2EA4F7126403103520E9F3126219
342,2/28/20 21:16,6,8,"Overall it's good, just some docs are missing examples, or the examples are too short that require a previous knowledge on the feature to understand.","well organized, precise technical information",6,6,7,6,6,Look_something_up / Solve_a_problem / Find_a_reference_architecture / Find_code_samples / Find_information_about_getting_s,7,,6,,6,7,6,Systems Analyst,35-44_years_old,Female,14,"c#, full stack",+800k,https://docs.microsoft.com/en-us/aspnet/core/fundamentals/error-handling?view=aspnetcore-3.1,,500s,Desktop,Chrome 0.0.0,Win7,,336E5E8947916695043950A4439165BE
343,2/28/20 20:43,1,0,,,,,,,,,,,,,,,,,,,,,,https://docs.microsoft.com/en-us/officeupdates/release-notes-office-insider,,84s,Desktop,IE 18.18363.0,Win10,,38363A2873046EDA241431B572D76F90
344,2/28/20 20:22,7,10,,,7,7,7,7,7,Find_a_reference_architecture,,,,,,7,,,,,,,,https://docs.microsoft.com/id-id/windows/wsl/initialize-distro,,32s,Desktop,Chrome 0.0.0,Win10,,3719855F593A68BB1D358B2258F16923
345,2/28/20 20:06,6,9,,,6,6,6,6,6,Look_something_up / Find_code_samples / Solve_a_problem,6,,6,,6,,,engineer,55-64_years_old,Male,34,C,200,https://docs.microsoft.com/en-us/cpp/c-runtime-library/reference/strspnp-wcsspnp-mbsspnp-mbsspnp-l?view=vs-2019,,94s,Desktop,Chrome 0.0.0,Win10,,29FDBD0C4BDB61640D62B1624FDB627A
346,2/28/20 19:31,7,10,,,7,7,7,7,7,,,,,,,,,,,,,,,https://docs.microsoft.com/en-us/windows/client-management/mdm/on-premise-authentication-device-enrollment,,16s,Desktop,Firefox 68.0.0,Win10,,2E3326AF9BC265BD177428DA9FC2637F
347,2/28/20 19:15,2,2,Recent updates have made it impossible to find previously bookmarked sites.,,5,4,5,5,4,Look_something_up / Solve_a_problem,5,,,,5,,,cloud architect,35-44_years_old,Prefer_not_to_answer,21,Azure,10000,https://docs.microsoft.com/en-us/azure/expressroute/expressroute-locations,,80s,Desktop,Chrome 0.0.0,Win10,,0B3AC0E1869367320282CE9C872466AF
348,2/28/20 19:10,2,3,,,5,2,3,1,2,Look_something_up / Solve_a_problem / Find_a_reference_architecture / Find_code_samples / Find_information_about_getting_s,3,,2,,4,3,5,Software Engineer,25-34_years_old,Male,1,"C#, Python, Golang, Typescript",,https://docs.microsoft.com/en-us/python/api/azureml-core/azureml.core.webservice%28class%29?view=azure-ml-py,,106s,Desktop,Chrome 0.0.0,Win10,,3D75B71C949F61412044BA0B952C60C0
349,2/28/20 19:09,7,10,,,5,6,4,4,6,Find_code_samples / Solve_a_problem / Learn_something_new / Find_information_about_getting_s / Find_a_reference_architecture / Look_something_up,6,6,5,,6,6,5,IT,35-44_years_old,Male,20,"C#, javascript",120,https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/naming-and-tagging,,448s,Desktop,Chrome 0.0.0,Win10,,22A1E50386AC643A16F7EEB282AC67F2
350,2/28/20 18:48,6,9,,,7,6,6,3,7,Look_something_up / Find_code_samples / Solve_a_problem,7,,7,,7,,,Developer,35-44_years_old,Male,20,"C#, JavaScript",200,https://docs.microsoft.com/en-us/dotnet/api/system.data.entity.database.executesqlcommand?view=entity-framework-6.2.0,,19929s,Desktop,Chrome 0.0.0,Win10,,35BB63CE651365893E5A6DFF61136335
351,2/28/20 18:20,7,10,,,7,7,7,7,7,Find_information_about_getting_s / Find_code_samples / Find_a_reference_architecture / Learn_something_new,,7,6,,,7,7,developer,35-44_years_old,Male,10,.net c#,6,https://docs.microsoft.com/en-us/aspnet/core/mvc/views/view-compilation?view=aspnetcore-3.0,,78s,Desktop,Chrome 0.0.0,Win10,,14633B88927466D6239D37A89398671D
352,2/28/20 17:44,7,9,,,7,7,7,7,7,Find_code_samples / Solve_a_problem / Look_something_up / Learn_something_new,7,7,7,,7,,,Consultant,55-64_years_old,Male,25+,"C#, python",1,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2003/cc758523(v=ws.10),,104s,Desktop,Firefox 73.0.0,Win10,,0021F34F11EA66A82942FD3110996751
353,2/28/20 17:08,7,10,,,7,7,7,7,7,Solve_a_problem / Find_code_samples,,,3,,3,,,Analyst,35-44_years_old,Male,15,"C#, Javascript, t-SQL, VB.net",2000,https://docs.microsoft.com/en-us/sql/relational-databases/tables/rename-columns-database-engine?view=sql-server-ver15,,98s,Desktop,Chrome 0.0.0,Win10,,3A866A593986600E19DA6425385D6198
354,2/28/20 15:55,1,0,My 64 bit system won't work with the 32 bit application I need to use.,Don't know yet,,,,,,Look_something_up,,,,,,,,,,,,,,https://docs.microsoft.com/en-us/office/vba/Language/Reference/User-Interface-Help/compile-error-in-hidden-modulemodule-name,,126s,Desktop,IE 18.17763.0,Win10,,34EFBBF2243D643001F4B68525E16547
